སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
བགེགས|vighna
བགེགས|vighna
བགེགས|vighna
མངོན་པ|āvirbhāva
འབྱུང་བར་འགྱུར|prādur­bhāvo bhavati
ཆོས་ཐམས་ཅད་ཡང་དག་པར་འདུ་བ་རྒྱ་མཚོའི་ཕྱག་རྒྱ|sarva­dharma­sam­avasaraṇa­sāgara-mudrā; sam­avasaraṇa
ལྟུང་བྱེད|pāyantika
ལྟུང་བྱེད་འབའ་ཞིག|śuddhaprāyaścittika
སྤང་བའི་ལྟུང་བྱེད|naiḥsargikāpatti
སྤང་བའི་ལྟུང་བྱེད|naiḥsargikāpatti
མཆོད་སྡོང|yaṣṭi
ཞོ་ཤས་འཚོ་བ|pauruṣeya
ལས་བྱེད་པ|karmakāraka
མདངས་སྟོབས|Ojobalā
མདངས་སྟོབས|Ojobalā
མདངས་ལྡན་མ|Ojopati
མདངས་ལྡན་མ|Ojopati
སྤོས་དཀར|sarjarasa
ཨོམ་ཉི་མའི་བུ་མོ|Oṃ Sāvitrī
ཨོམ་ཉི་མའི་བུ་མོ|Oṃ Sāvitrī
སྔ་ལྟས|pūrvanimitta
ཐམས་ཅད་མཁྱེན་པ|sarvajñatā
རྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་ཉིད|sarva­jña­tā
ཐམས་ཅད་ཤེས་པ་ཉིད|sarva­jña­tā
དེ་བཞིན་གཤེགས་པའི་ཐམས་ཅད་མཁྱེན་པ་ཉིད་ཀྱི་ཡེ་ཤེས|tathā­gata­sarva­jñatā­jñāna
ཆོས་ཐམས་ཅད་ལ་དབང་བསྒྱུར་བ་ཐམས་ཅད་མཁྱེན་པ|sarva­dharma­vaśa­vartaka­sarva­jña
ཐམས་ཅད་མཁྱེན་པ|sarvajñā
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmin
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmin
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmin
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmin
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmi
ལན་ཅིག་ཕྱིར་འོང་བ|sakṛdāgāmin
འདུ་ཤེས་དང་ཚོར་བ་འགོག་པ་བསྒྲུབས་ཏེ་གནས་པ|saṃ­jnāvedita­nirodhakayena sākṣāt­krtvopa­sam­padya viharati
རྣམ་ཤེས་མཐའ་ཡས་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|vi­jñānāntyāyatanam­upasampadya­viharati
རྣམ་ཤེས་མཐའ་ཡས་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|vi­jñānāntyāyatanam­upasampadya­viharati
ནམ་མཁའ་མཐའ་ཡས་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|ākāśānantyāyatanam­upasampadya vi­harati
འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|naiva­saṃjnā­saṃjnāyatanam­upasam­padya vi­harati
ཅི་ཡང་མེད་པའི་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|a­kiṃc­anyāyatanam­upasam­padya vi­harati
བསྒྲུབ་བྱ|sādhya
བསྒྲུབ་བྱ|sādhya
དད་པས་རྗེས་སུ་འབྲང་བ|śraddhānusārin
ཆོས་ཀྱི་རྗེས་སུ་འབྲང་བ|dharmānusārin
དོན་གྱི་རྗེས་སུ་འབྲང་བ|arthānusārin
སྲིད་པ་ལན་བདུན་པ|kṛd­bhava­parama
བར་ཆད་གཅིག་པ|eka­vīcika
ཡིད་རྩེ་གཅིག|ekāgracitta
སེམས་རྩེ་གཅིག་པ|cittasyaikāgra­tā; cetas­ekotī­bhāva
མཛེས|kuṣṭha
ཁྱི་རྔོ|kacchu
འདུན་ཁང|upa­sthāna­śālā; maṇḍapa
གླེང་གཞི|nidāna
ལྟ་བར་གྱུར་པ|dṛṣṭi­kṛta
མིག་ཡོར|prati­bhāsa
ཀོ་བི་དཱ་ར|kovidāra
ས་བརྟོལ|kovidāra
ས་བརྟོལ|kovidāra
བསྙེན་པར་རྫོགས་པ|upasaṃpadā
སོ་སོའི་སྐྱེ་བོ|pṛthagjana
སོ་སོའི་སྐྱེ་བོ|pṛthag­jana
བུ་གའི་སྒོ་རྣམས་ཡོངས་སུ་མ་ཉམས་པ|pari­pūrṇa­vyañjana­tā
དོ་ཥ་ཎི|oṣaṇī
ཨོཾ་ཥ་ཎི|oṣaṇī
དོ་ཥ་ཎི|oṣaṇī
ཨོཾ་ཥ་ཎི|oṣaṇī
གནོན་པོ|ostāraka
གནོན་པོ|ostāraka
གདོལ་བའི་རིགས|caṇḍāla
རྒྱུ་འཐུན་པ|niṣyanda
སྣམ་སྦྱར|saṃ­ghāṭī
ཟག་པ|āsrava
ཟག་པ|āśrava
མུ་སྟེགས་པ|tīrthika
སྟོན་པ་དྲུག|ṣāṭ śāstāraḥ
ལྷག་པའི་ང་རྒྱལ|abhi­māna
སྒོང་སྐྱེས|aṇḍaja
གླང་གི་རྭ|balīvardha­śṛṅga
ཞི་བ|śāntika; śānti
ཞི་བ|śānti; śāntika
པད་མ|Padmā
པད་མ|Padmā
པད་མ|padmā
པད་མ|padmā
པད་མ|Padma
པད་མ|Padma
པད་མ|padma
པདྨ|padma
པད་མ|padma
པད་མ|padma
པདམ་ཅན|Padma­vatī
པད་མ་འཛིན་པ|Padmadhāra
པད་མ་སྙིང་པོ|Padmagarbha
པད་མ་སྙིང་པོ|Padmagarbha
པད་མ་ལ་གནས་པ|Padmālaya
ལག་ན་པད་མོ|Padmapāṇi
ལག་ན་པད་མོ|Padmapāṇi
པདྨ་བསྣམས|Padmapāṇi
པདྨ་བསྣམས|Padmapāṇi
པད་མའི་འོད|Padmaprabha
པད་མའི་འོད|Padmaprabha
པད་མའི་འོད|Padmaprabha
པད་མའི་འོད|Padmaprabha
པད་མ་ལས་བྱུང་མ|Padmasambhava
པད་མོའི་དཔལ|Padmaśrī
པད་མོའི་དཔལ|Padmaśrī
པད་མའི་དཔལ|Padmaśrī
པད་མའི་དཔལ|Padmaśrī
པད་མའི་དཔལ་གྱི་སྙིང་པོ|Padmaśrīgarbha
པད་མའི་དཔལ་གྱི་སྙིང་པོ|Padmaśrīgarbha
པད་མོའི་དཔལ་གྱི་སྙིང་པོ|Padmaśrī­garbha
པད་མོའི་དཔལ་གྱི་སྙིང་པོ|Padmaśrī­garbha
པད་མ་ཅན|Padmāvatī
པད་མ་ཅན|Padmāvatī
པད་མ་དང་ལྡན་པ|Padmāvatī
པད་མ་དང་ལྡན་པ|Padmāvatī
པད་མོ་བཀོད་པ|Padmavyūha
པད་མོ་བཀོད་པ|Padmavyūha
པད་མ་ལྡན|Padmayoni
པད་མ་ལྡན|Padmayoni
པདམ་ཅན|Padma­vatī
པདམ་ཅན|Padma­vatī
པད་མའི་ཁྱུ་མཆོག་རྣམ་པར་གནོན་པ|Padma­vṛṣabha­vikrāmin
པད་མའི་ཁྱུ་མཆོག་རྣམ་པར་གནོན་པ|Padma­vṛṣabha­vikrāmin
པདྨ་ཅན|Padminī
པདྨ་ཅན|Padminī
པད་མ་དམ་པ|Padmottama
པད་མ་དམ་པ|Padmottama
པད་མའི་མཆོག|Padmottara
པད་མའི་མཆོག|Padmottara
པད་མོ་དམ་པ|Padmottara
པད་མོ་དམ་པ|Padmottara
པད་མ་བླ་མ|Padmottara
པད་མ་བླ་མ|Padmottara
པད་མོ་དམ་པའི་དཔལ|Padmottaraśrī
པད་མོ་དམ་པའི་དཔལ|Padmottaraśrī
པདྨ|Padumā
པདྨ|Padumā
པདྨ་ཅན|Padumāvatī
པདྨ་ཅན|Padumāvatī
ཡན་ལག་ཏུ་ཟུག་པ|aṅgabheda
ཀུན་ལ|kuṇāla
པ་ཀྵུ|Pakṣu
པ་ཀྵུ|Pakṣu
སྲང|pala
སྲང|pala
སྲང|pala
སྲང|pala
སྲང|pala
སྲང|pala
ཨུཏྤལ|utpala
ཚངས་པའི་གྲོང་ཁྱེར|Brahmapura; Brahma­purālaya
ཁང་བཟངས་རྣམ་པར་རྒྱལ་བྱེད|Vijayanta prāsāda
སེར་སྐྱ|kapila
ཤིང་ཏ་ལ|tāla
ཤིང་ཏ་ལ|tāla
ཕྱག་དང་ཞབས་ཀྱི་མཐིལ་དམར་བ|lohita­pāṇi­pāda­tala­tā
ཕྱག་གི་མཐིལ་མཉམ་པ|tūla­sadṛśa­sukumāra­pāṇi­tā
མཁར་རྔ|paṇava; pāṇava
མཁར་རྔ|paṇava; pāṇava
འཁར་བའི་རྔ|paṇava
ལྔ་འཛིན་པ|Pāñcāla
ལྔ་འཛིན་པ|Pāñcāla
ལྔ་འཛིན|Pañcālagaṇḍa
ལྔ་འཛིན|Pañcālagaṇḍa
ཟུར་ཕུད་ལྔ་པ|Pañcaśikha
ཟུར་ཕུད་ལྔ་པ|Pañcaśikha
གཙུག་ཕུ་ལྔ་པ|Pañcaśikha
གཙུག་ཕུ་ལྔ་པ|Pañcaśikha
ཕུད་པུ་ལྔ|Pañcaśikha
ཕུད་པུ་ལྔ|Pañcaśikha
ལྔ་རྩེན|Pāñcika
ལྔ་རྩེན|Pāñcika
ལྔས་རྩེན|Pāñcika
ལྔས་རྩེན|Pāñcika
ལྔས་རྩེན|Pañcika
མ་ནིང|paṇḍaka
མ་ནིང|paṇḍaka
མ་ནིང|paṇḍaka
མ་ནིང|paṇḍaka
འཁྱུད་ནས་ལྡང་བའི་མ་ནིང|āsaktaprādurbhāvī paṇḍaka
གོས་དཀར་མོ|Pāṇḍara­vāsinī
གོས་དཀར་མོ|Pāṇḍara­vāsinī
སྐྱ་བོ|Pāṇḍava
སྐྱ་བོ|Pāṇḍava
སྐྱ་བསེང|Pāṇḍava
སྐྱ་བསེང|Pāṇḍava
པན་ད་པ|Pāṇḍava
པན་ད་པ|Pāṇḍava
པནྡ་པ|Pāṇḍava
པནྡ་པ|Pāṇḍava
མཁས་པ|paṇḍita
མཁས་པ|paṇḍita
ནེལ་པ་པནདི་ཏ|Nelpa Paṇḍita
ནེལ་པ་པནདི་ཏ|Nelpa Paṇḍita
སྐྱ་བ་སེང|Pāṇḍu
སྐྱ་བ་སེང|Pāṇḍu
སྐྱ་རྦབ|pāṇḍu
ཀཱ་ཀ་ཇི་གྷ|kākajaṅghā
སྡིག་ཅན|Pāpīyān
སྡིག་ཅན|Pāpīyān
འདས་པ་བརྗོད་པའི་སྡེ|itivŗttaka
དེ་ལྟ་བུ་བྱུང་བའི་སྡེ|itivŗttaka
ཟླ་བ་མཆོག|paramacandra
ཟླ་བ་མཆོག|paramacandra
པར་ཤ|Parāśara
པར་ཤ|Parāśara
གདུགས|chatra
དབུ་གདུགས་འདྲ་བ|pūrṇottama­māṅga­tā
གཞན་འཕྲུལ་དབང་བྱེད་པ|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
གཞན་འཕྲུལ་དབང་བྱེད|Para­nirmita­vaśa­vartin
ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ|parinirvāṇa
ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ|parinirvāṇa
མྱ་ངན་ལས་འདའ|parinirvāṇa
མྱ་ངན་ལས་འདའ|parinirvāṇa
ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ|parinirvāṇa
ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ|parinirvāṇa
པ་རི་པེ་ལ|paripelava
པ་རི་པེ་ལ|paripelava
དགེ་ཆུང|Parītta­śubha
དགེ་ཆུང|Parītta­śubha
ཀུན་ཏུ་རྒྱུ|pari­vrājaka
འོད་ཆུང|Parī­ttābha
འོད་ཆུང|Parī­ttābha
འོད་ཆུང|Parī­ttābha
འོད་ཆུང|Parī­ttābha
དགེ་བ|Parī­ttaśubha; Śubha
དགེ་བ|Parī­ttaśubha; Śubha
ཀུན་དགའ་ར་བ|ārāma
རི་དགས་ཀྱི་ནགས|Mṛgadāva
རི་དགས་ཀྱི་ནགས|mṛgadāva
ཀུན་དགའ་ར་བའི་ལྷ|ārāmadeva
དྲང་སྲོང་རི་དྭགས་ཀྱི་ནགས|Ṛṣipatana Mṛgadāva; Ṛṣivadana Mṛgadāva
དྲང་སྲོང་རི་དྭགས་ཀྱི་ནགས|Ṛṣipatana Mṛgadāva; Ṛṣivadana Mṛgadāva
ལྷ་མོ་པརྞ་ཤ་བ་རི|Parṇaśāvarī
ལྷ་མོ་པརྞ་ཤ་བ་རི|Parṇaśāvarī
བྱ་ནེ་ཙོ|śuka
གང་ཟག་ལ་བདག་མེད་པར་ཕྱོགས་གཅིག་ཤེས་པ|ekāntika­pugdala­nair­ātmya­jñāna
ལེན་པར་བྱེད་པ|upādadāti
སོ་སོར་རྣམ་པར་རིག་པ|prati­vijñapti
ཤང་ཤང་ཏེའུ|jīvaṃjīvaka; jjīvaṃjīva
ཤང་ཤང་ཏེའུ|jīvaṃjīva
ཤང་ཤང་ཏེའུ|jīvakajīvaka
པ་རུ་ཥ་ཀ|pāruṣaka
པ་རུ་ཥ་ཀ|pāruṣaka
རི་རྒྱལ|Parvatarāja
རི་རྒྱལ|Parvatarāja
རི་ཁྲོད་མ|Pārvatī
རི་ཁྲོད་མ|Pārvatī
བར་མ་དོར་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ|antarā­pari­nirvāṇa
སྲིད་པ་ལས་འདས་པ|jāti­nivṛtta
ཉོན་མོངས|kleśa
འདོད་ཆགས་རྡོ་རྗེ་མ|Rāgavajrī
འདོད་ཆགས་རྡོ་རྗེ་མ|Rāgavajrī
ལས|karma
འདུན་པའི་རྩ་བ་ཅན་གྱི་ལས|chanda­mūla­karma
སྐྱེས་པ་རབས་ཀྱི་སྡེ|jātaka
སྐྱེས་པའི་རབས|jāṭaka
སྐྱེས་རབས་ཀྱི་སྡེ|jāṭaka
སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|pūrva­nivāsānu­smṛti­jñāna­sākṣāt­kriyā­jñānābhi­jñā
སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|pūrva­nivāsānu­smṛti­jñāna­sākṣāt­kriyā­jñānābhi­jñā
རྔ་པ་ཊ་ཧ|paṭaha
སྐྱ་སྣར|pāṭalam
སྐྱ་སྣར|pāṭalam
སྣམ་ཕྲན|khaṇḍa
སྒོམ་ལམ|bhāvanā­mārga
མཐོང་ལམ|darśana­mārga
སྦྱོར་ལམ|prayoga­mārga
བཟོད་པ|kṣamā; kṣānti
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
ཕ་བསད་པ|pitṛghātaka
ཡོན|dakṣiṇā
སྣམ་བུ|paṭṭikā
སྣམ་བུ|paṭṭikā
འདབ་སྤེན|pattragupta
འདབ་སྤེན|pattragupta
སྐྲ་གཙང་མ|Pavitrakeśā
སྐྲ་གཙང་མ|Pavitrakeśā
ལུས་གཙང་མ|Pavitrāṅgā
ལུས་གཙང་མ|Pavitrāṅgā
རྩོད་པ་ཅན|vaktavyaka
ཞི་བ|śānta
ཞི་བ|śānta; śānti
ཞི་བ|śānta
ཞི་བ|śānta; śānti
ཞི་བ|śānta; śānti
རྩེ་མོ|mūrdhāna
རྒོད་ཀྱི་ཕུང་པོ|Gṛdhrakūṭa
བྱ་རྒོད་ཕུང་པོའི་རི|gṛdhrakūṭa parvata
རྒོད་ཀྱི་ཕུང་པོ|Gṛdhrakūṭa
བྱ་རྒོད་ཀྱི་ཕུང་པོའི་རི|Gṛddhra­kūṭa
བྱ་རྒོད་ཕུང་པོ|Gṛdhrakūṭa
བྱ་རྒོད་ཕུང་པོའི་རི|Gṛdhra­kūta­parvata
བྱ་རྒོད་ཕུང་པོའི་རི|gṛdhra­kūṭa parvata
བྱ་རྒོད་ཕུང་པོའི་རི|Gṛdhra­kūta­parvata
བྱ་རྒོད་ཕུང་པོའི་རི|gṛdhrakūṭa
བྱ་རྒོད་ཕུང་པོའི་རི|Gṛ̥dhra­kūṭa-parvata
བྱ་རྒོད་ཕུང་པོ|Gṛdhrakūṭa
ལིང་ག|liṅga; vajra
རྡོ་རྗེ|liṅga; vajra
བསླབ་པ་སྦྱིན་པ|śikṣādattaka
བན་དུ་ཛཱི་བའི་མེ་ཏོག|bandhu­jīva
ཀུན་ཏུ་ཤེས|saṃ­jānite
སྔོན་གྱི་གནས་རྣམ་པ་དུ་མ་རྗེས་སུ་དྲན་པ་དང་སེམས་ཅན་རྣམས་ཀྱི་འཆི་འཕོ་དང་སྐྱེ་བ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|an­eka­pūrva­nivāsānu­smṛti­cyutyutpatti­yathābhūta­prajñāna
ཀུན་ཏུ་ཤེས་པ|saṃ­janāna
དམིགས་པ|ālambana
འདུ་ཤེས|saṁjña
ལྷག་པར་དམིགས་པ|adhyālambana
འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན་སྐྱེ་མཆེད|naiva­saṃjñānāsaṃjñāyatanaṃ
སྐྱེ་མཆེད|āyatana
དཀའ་བའི་འདུ་ཤེས|duṣkara­saṃjñā
འཆི་བའི་འདུ་ཤེས|mṛtyuḥ­saṃjñā
བདག་མེད་པའི་སྡུག་བསྔལ་གྱི་འདུ་ཤེས|an­ātma­saṃjñā
འདུ་ཤེས་ཐ་དད་པ་ཉིད་མེད་པ|nānā­tva­saṃjñā
འདུ་ཤེས་དྲུག|ṣaṭ­saṃjñā
སྡུག་བསྔལ་བའི་འདུ་ཤེས|duḥkha­saṃjñā
མི་རྟག་པའི་འདུ་ཤེས|a­nitya­saṃjñā
མི་སྡུག་པའི་འདུ་ཤེས|a­priya­saṃjñā
འདུ་ཤེས་མེད་མིན་གྱི་སྐྱེ་མཆེད|naiva­saṃjnā­saṃjnāyatana
འདུ་ཤེས་མེད་མིན་གྱི་སྙོམས་འཇུག|naiva­saṃjñā­saṃjñāyatana
འཇིག་རྟེན་ཐམས་ཅད་ལ་མངོན་པར་མི་དགའ་བའི་འདུ་ཤེས|sarva­lokāna­bhirati­saṃjñā
འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན་སྐྱེ་མཆེད་བསྒྲུབས་ཏེ་གནས་པ|naiva­saṃjnā­saṃjnāyatanam­upasam­padya vi­harati
རྣམ་པར་གྲོལ་བའི་ཡེ་ཤེས་མཐོང་བའི་ཕུང་པོ|vi­mukti­jñāna­darśana­skandha
ནང་གཟུགས་མེད་པར་འདུ་ཤེས་པས་ཕྱི་རོལ་གྱི་གཟུགས་རྣམས་ལ་ལྟ་བ|adhyātmam­arūpa­saṃjñī bahirthā rūpāṇi paśyati
རྣམ་པར་གྲོལ་བ་ཉམས་པ་མེད་པའམ་རྣམ་པར་གྲོལ་བའི་ཡེ་ཤེས་མཐོང་བ་ཉམས་པ་མེད་པ|nāsti vi­mukti­hāniḥ nāsti vi­mukti­jñāna­darśana­hāniḥ
ད་ལྟར་བྱུང་བའི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་གཟིགས་པར་འཇུག་གོ|pratyut­panne 'dhvany A­saṅgam a­prati­hataṃ jñāna­darśanaṃ pra­vartate
འདས་པའི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་གཟིགས་པར་འཇུག་གོ|atīte 'dhvany a­saṅ­gam a­prati­hataṃ jñāna­darśanaṃ pravartate
མ་འོངས་པའི་དུས་ལ་མ་ཆགས་མ་ཐོགས་པའི་ཡེ་ཤེས་གཟིགས་པར་འཇུག་གོ|an­āgate 'dhvany A­saṅgam a­prati­hataṃ jñānadarśanaṃ pravartate
འཆི་བའི་འདུ་ཤེས|mṛtyuḥ­saṃjñā
འཇིག་རྟེན་ཐམས་ཅད་ལ་མངོན་པར་མི་དགའ་བའི་འདུ་ཤེས|sarva­lokāna­bhirati­saṃjñā
དཀའ་བའི་འདུ་ཤེས|duṣkara­saṃjñā
མི་རྟག་པའི་འདུ་ཤེས|a­nitya­saṃjñā
བདག་མེད་པའི་སྡུག་བསྔལ་གྱི་འདུ་ཤེས|an­ātma­saṃjñā
སྡུག་བསྔལ་བའི་འདུ་ཤེས|duḥkha­saṃjñā
མི་སྡུག་པའི་འདུ་ཤེས|a­priya­saṃjñā
འདུ་ཤེས|saṃ­jñā
འདུ་ཤེས་བཞི|catuḥ-saṃjñā
ཐ་དད་པའི་འདུ་ཤེས་མེད་པ|nāsti nānā­tva­saṃjñā
འདུ་ཤེས་ཀྱི་ཕུང་པོ|saṃ­jñā­skandha
འདུ་ཤེས་དང་ཚོར་བ་འགོག་པ་བསྒྲུབས་ཏེ་གནས་པ|saṃ­jnāvedita­nirodhakayena sākṣāt­krtvopa­sam­padya viharati
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyaksambuddha
རིག་པ་དང་ཞབས་སུ་ལྡན་པ|vidyācaraṇasaṃpanna
རིག་པ་དང་ཞབས་སུ་ལྡན་པ|vidyācaraṇasaṃpanna
རབ་ཏུ་དགའ་བ|pramuditā
ལེགས་པའི་བློ|sādhumatī
ལེགས་པའི་བློ་གྲོས|sādhumatī
ཡོངས་སུ་རྫོགས་པ|pari­pūrṇa
དགེ་རྒྱས|Śubhakṛtsna
གསུང་སྙན་ཅིང་རྣམ་པ་ཐམས་ཅད་ཡོངས་སུ་རྫོགས་པ|madhura­cārumañju­svara­tā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dāna­pāramitā
བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|vīrya­pāramitā
བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|kṣānti­pāramitā
ཡོངས་སུ་རྫོགས་པར་བྱེད|pari­pūrayati
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|śīla­pāramitā
བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dhyāna­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག|ṣaṭ pāramitāḥ
ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག|ṣaṭpāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག|6 pāramitā
ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག|ṣaṭ­pāramitā
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyaksaṃbuddha
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyak­sambuddha
དྲི|gandha
དྲི་མ|gandha
པྲི་ཡང་ཀུ|priyaṅgu
ཁོར་ཡུག|prākāra
འཇིག་པ|vi­nāśita
འཇིག་ཚོགས་ལ་ལྟ་བ|sat­kāya­dṛṣṭi
འཇིག་ཚོགས་ལ་ལྟ་བ|sat­kāya­dṛṣṭi
རྟག་པ|nitya
ནམ་མཁའ་ཁྱབ་པར་བྱེད་པ|ākāśa­sphāraṇa
སེམས་རབ་ཏུ་འཛིན|cittaṃ prati­gṛhnāti
གང་ཟག|pudgala
གང་ཟག|pudgala
སོ་སོའི་སྐྱེ་བོ|pṛthag­jana
དགེ་སློང་མ་སུན་ཕྱུང་བ|bhikṣuṇīdūṣaka
དགེ་སློང་མ་སུན་ཕྱུང་བ|bhikṣuṇīdūṣaka
སོ་སོར་བཤགས་པར་བྱ་བ|pratideśanīya
གང་ཟག|pudgala
གང་ཟག་ལ་བདག་མེད་པར་ཕྱོགས་གཅིག་ཤེས་པ|ekāntika­pugdala­nair­ātmya­jñāna
སློང་བ་པོ|yācaka; ut­thāpaka
གདེངས་ཀ་ཅན|Phanaka; Bhogaka
གདེངས་ཀ་ཅན|Phanaka; Bhogaka
སྤྲུལ་པ|nir­māṇa
ཤང་ཤང་ཏེའུ|jīvaṃjīvaka; jīvaṃjīva
ཤང་ཤང་ཏེའུ|jīvaṃjīvaka; jīvaṃjīva
ཆོས|dharma
ཆོས|dharma
དགེ་བའི་ཆོས|kuśala­dharma
ཆོས|dharma
འཇིག་རྟེན་པའི་ཆོས|laukika­dharma
འཇིག་རྟེན་ལས་འདས་པའི་ཆོས|lokottara­dharma
ཐུན་མོང་གི་ཆོས|sādhāraṇa­dharma
ཐུན་མོང་མ་ལགས་པའི་ཆོས|a­sādhāraṇa­dharma
འདུས་བྱས་ཀྱི་ཆོས|saṃ­skṛta­dharma
འདུས་མ་བྱས་པའི་ཆོས|a­saṃ­skṛta­dharma
མི་སྡུག་པ|a­śubha
ཟག་པ་དང་བཅས་པའི་ཆོས|sāsrava­dharma
ཟག་པ་མ་མཆིས་པའི་ཆོས|an­ā­srava­dharma
ལུང་དུ་བསྟན་པའི་ཆོས|vy­ākṛta­dharma
འདུ་བྱེད|saṃskāra
ཟག་པ་དང་བཅས་པ|sāsrava
ཆོས་ཀྱི་དབྱིངས|dharmadhātu
ཆོས་ཀྱི་དབྱིངས|dharmadhātu
ཆོས་ཀྱི་དབྱིངས|dharma­dhātu
ཆོས་ཀྱི་དབྱིངས|dharmadhātu
ཆོས་ཀྱི་དེ་བཞིན་ཉིད|dharma­tatha­tā
ཆོས་ཀྱིས་གནས་པའི་སྤྱི་གཙུག|dharmaṅgata
ཆོས་རྟོགས་པའི་བཟོད་པ|dharma­jñāna­kṣānti
